stationId;stop_id;stop_code;stop_name;stop_desc;stop_lat;stop_lon;zone_id;stop_url;location_type;parent_station;wheelchair_boarding
1282;127;2NO;Noroton Heights;;41.069041;-73.49788;;http://as0.mta.info/mnr/stations/station_detail.cfm?key=228;0;;0
1283;128;2DA;Darien;;41.076913;-73.472966;;http://as0.mta.info/mnr/stations/station_detail.cfm?key=230;0;;1
1284;129;2RO;Rowayton;;41.077456;-73.445527;;http://as0.mta.info/mnr/stations/station_detail.cfm?key=232;0;;0
1285;131;2SN;South Norwalk;;41.09673;-73.421132;;http://as0.mta.info/mnr/stations/station_detail.cfm?key=234;0;;1
1286;158;4M7;Merritt 7;;41.146618;-73.427859;;http://as0.mta.info/mnr/stations/station_detail.cfm?key=268;0;;0
1287;160;4WI;Wilton;;41.196202;-73.432434;;http://as0.mta.info/mnr/stations/station_detail.cfm?key=270;0;;1
1288;161;4CA;Cannondale;;41.21662;-73.426703;;http://as0.mta.info/mnr/stations/station_detail.cfm?key=272;0;;1
1289;162;4BV;Branchville;;41.26763;-73.441421;;http://as0.mta.info/mnr/stations/station_detail.cfm?key=274;0;;1
1290;163;4RD;Redding;;41.325684;-73.4338;;http://as0.mta.info/mnr/stations/station_detail.cfm?key=276;0;;1
1291;164;4BE;Bethel;;41.376225;-73.418171;;http://as0.mta.info/mnr/stations/station_detail.cfm?key=278;0;;1
1292;165;4DN;Danbury;;41.396363;-73.450163;;http://as0.mta.info/mnr/stations/station_detail.cfm?key=280;0;;1
1293;133;2EN;East Norwalk;;41.103996;-73.404588;;http://as0.mta.info/mnr/stations/station_detail.cfm?key=236;0;;0
1294;134;2WP;Westport;;41.118928;-73.371413;;http://as0.mta.info/mnr/stations/station_detail.cfm?key=238;0;;1
1295;136;2GF;Green's Farms;;41.122265;-73.315408;;http://as0.mta.info/mnr/stations/station_detail.cfm?key=240;0;;0
1296;137;2SP;Southport;;41.134844;-73.28897;;http://as0.mta.info/mnr/stations/station_detail.cfm?key=242;0;;0
1297;138;2FF;Fairfield;;41.143077;-73.257742;;http://as0.mta.info/mnr/stations/station_detail.cfm?key=244;0;;0
1298;188;2FM;Fairfield Metro;;41.161;-73.234336;;http://as0.mta.info/mnr/stations/station_detail.cfm?key=245;0;;0
1299;143;2SR;Stratford;;41.194255;-73.131532;;http://as0.mta.info/mnr/stations/station_detail.cfm?key=248;0;;0
1300;167;5DB;Derby-Shelton;;41.319718;-73.083548;;http://as0.mta.info/mnr/stations/station_detail.cfm?key=290;0;;0
1301;168;5AN;Ansonia;;41.344156;-73.079892;;http://as0.mta.info/mnr/stations/station_detail.cfm?key=292;0;;0
1302;169;5SY;Seymour;;41.395139;-73.072499;;http://as0.mta.info/mnr/stations/station_detail.cfm?key=294;0;;0
1303;170;5BF;Beacon Falls;;41.441752;-73.06359;;http://as0.mta.info/mnr/stations/station_detail.cfm?key=295;0;;0
1304;171;5NG;Naugatuck;;41.494204;-73.052655;;http://as0.mta.info/mnr/stations/station_detail.cfm?key=296;0;;0
1305;172;5WB;Waterbury;;41.552728;-73.046126;;http://as0.mta.info/mnr/stations/station_detail.cfm?key=298;0;;1
1306;145;2MI;Milford;;41.223231;-73.057647;;http://as0.mta.info/mnr/stations/station_detail.cfm?key=250;0;;0
1307;190;2WH;West Haven;;41.27142;-72.963488;;http://as0.mta.info/mnr/stations/station_detail.cfm?key=251;0;;0
1308;151;2SS;New Haven-State St;;41.304979;-72.921747;;http://as0.mta.info/mnr/stations/station_detail.cfm?key=253;0;;1
